ID	n_p
5V9H_A	54
1C4Y_2	221
3MM5_A	10
2D5J_A	10
4I50_A	51
3EFR_A	3
1WZX_A	1
5LJX_A	8
5YOJ_A	376
3WWL_A	0
5HZO_A	270
3ZM6_A	1
3TI2_C	10
2EXC_X	351
2ATL_A	47
3QGF_A	128
2PA3_A	8
1X86_A	8
4DKS_A	2
1ZRF_A	33
1HD8_A	15
4NQX_C	508
4C9D_B	1
3KMH_A	1
2ZCA_B	1
1F6S_A	6
5TTF_B	24
1JPA_A	435
3H6W_A	208
3VO8_A	35
5GSC_B	29
5KN2_A	9
3DW0_A	66
4DB3_A	38
3KZH_A	0
5FE6_B	10
2YKD_A	3
4KB6_A	28
1ESO_A	2
1GDV_A	9
3EO1_B	1385
3LFE_A	374
5KO5_A	62
5MF5_A	7
3U41_A	3
1U7F_B	12
2YZV_A	2
2C9P_A	4
3P5W_A	87
5NPZ_A	505
2R9Q_B	0
3GE8_A	34
3RYT_B	8
5GXB_A	3
4K8R_B	17
3PDK_A	10
4PMV_A	26
4BHT_A	12
5GIO_A	13
5JON_A	241
5BT2_A	1
4N1I_A	7
3B6N_A	1
4HIA_A	4
2W2G_A	1
1ZSL_A	64
6BD7_A	31
1IS0_A	20
1ZK5_A	7
3TKW_B	374
3DSQ_B	18
3U2P_A	10
3UEE_C	16
4YO1_A	22
5I0E_B	10
2D4Q_A	3
3R35_A	12
1I88_A	43
1USE_A	1
3ESL_B	0
5UAV_B	9
3K43_A	8
3VTR_A	9
4GDE_C	22
3GM8_A	7
4Q1S_A	32
3PU5_A	0
1P3N_A	247
3CWK_A	36
3EZZ_A	3
4JDY_A	21
4RU9_A	51
5E7Q_A	3
1I24_A	2
4YZ4_A	19
5LQ8_A	1
1RMM_A	270
3BZ8_A	70
2BD0_A	8
3TY5_A	4
4FTT_A	172
5CG8_A	2
4N4Y_A	22
2G0T_A	0
1NLJ_A	85
4ROE_A	3
3F5E_A	4
1UH2_A	9
4YWO_A	40
1ZKL_A	1
5A03_C	7
3IHP_B	2
3R8A_B	169
2CNB_A	7
1PVG_A	4
4ZGV_A	0
3SX0_A	27
4HZG_A	49
5OHS_F	2
1DWR_A	132
4PAN_A	70
3FQ2_A	64
5KI1_A	247
6BBG_A	5
2FG9_A	35
1AI9_A	29
3W5Z_A	12
2HWI_B	128
2APQ_A	126
5AZ7_A	226
2NZA_A	10
5ANQ_A	81
2V6F_A	14
5YI7_C	4
4M8Z_B	3
5DN4_A	1
4MYM_A	65
5EF9_A	8
4QCD_A	12
5EE5_A	1
4V31_A	15
4OGL_A	40
3BQA_A	2
3WBB_A	3
2QZE_B	2
5L83_A	27
2ZL2_A	40
5VSA_A	16
1JEF_A	477
2V9F_A	13
4RS8_A	4
2F2C_B	233
3W9E_C	3
2Z6Q_A	10
3VC3_D	23
4DQ5_A	2
6B2O_E	10
3PI4_A	4
2F0X_A	4
4F60_A	49
4WK7_A	9
2ATP_C	2
5ETH_B	60
3G9J_B	41
3AMY_A	120
1RAS_A	160
4RPQ_A	170
1TC1_B	15
3SVA_A	10
4GJI_C	17
5J21_C	4
1E48_P	12
2ZEX_A	5
4W63_A	112
3H1Y_A	3
5MLF_A	3
1R20_A	49
4GV9_A	16
4RSY_A	50
2PWF_C	37
5FFH_A	26
5FYU_A	64
1B5X_A	491
3LBZ_A	14
3ZOS_B	63
5P22_A	411
5U57_A	3
4PE3_A	0
4UEB_E	13
3KS6_A	1
1EFL_A	12
4YT5_A	4
4FL3_A	520
1Y5J_B	151
4IQR_A	15
1N5I_A	12
3DG6_A	1
1Q1L_A	7
5G47_A	1
5WY5_A	1
3PRJ_A	12
2GIH_A	17
4LHU_A	92
1DGM_A	17
4IPX_A	24
3MX4_A	2
3E5J_A	16
3GDW_B	0
4ZB6_D	4
2QQ6_A	7
3V9T_A	169
3OIC_A	3
4MB6_A	21
2E0Q_A	8
2PXJ_A	53
4QZB_A	57
5XBY_B	20
3GOC_A	0
4XDI_A	3
6BOL_B	12
4QXF_B	39
1LOP_A	4
3Q3L_A	8
2GSD_A	12
4YZG_A	28
4OY9_A	12
1JJT_A	62
3SC3_A	1
3G1C_A	2
4QBA_A	1
3ANI_A	10
3KSI_A	3
3T2Z_A	11
5LG4_A	2
5MX1_A	1
1II4_E	14
4QWW_A	130
1XJF_A	9
4H8U_A	37
2II2_A	1
5O5W_B	3
1R8C_A	17
4FSE_A	222
5ITH_A	2
5BPE_A	37
4I5L_A	11
5IRS_A	2
5FCS_L	1026
4H5G_A	1
3BJB_E	6
6ENG_A	50
5UFO_A	60
2RA4_A	0
3A6F_A	10
1VQ3_C	0
5Y2A_A	13
3DRS_A	166
3TN9_2	7
5V87_B	4
1NHJ_A	2
2HL4_A	371
3T58_B	9
3SQE_E	172
3ZDS_B	3
3H2U_D	1
3PPV_A	3
3AJO_A	104
1BJJ_A	62
1YIS_A	9
3S8S_A	0
2VM9_A	3
3MF0_B	1
5KJ2_A	8
1UIM_A	5
2O2S_B	73
5LN5_A	1
5WKS_B	9
3TKZ_A	33
3OWD_A	205
4X2G_A	29
3F84_B	6
1W8E_A	18
1ML0_A	3
4IXC_A	38
5U0W_B	19
5XE5_A	1
3JUV_A	30
4PAF_A	2
2OQ7_A	53
5DMY_A	3
1ERE_A	257
5KPD_A	38
5GIJ_B	4
3HVV_A	7
4DTE_A	1
2PS4_A	10
4IYD_B	104
1XWT_A	14
5JQU_F	72
1F4Q_A	6
3VQY_A	20
4XG7_A	514
4Z2I_A	16
4OIA_B	5
3ZOJ_A	11
3NSC_A	24
5IME_A	83
3B8O_A	1
4YP0_A	20
3U3H_A	49
4HGC_A	294
5WO8_A	13
1I7B_A	22
1GSO_A	9
3TZW_A	4
6BC6_A	3
2VUK_B	83
4BM3_A	39
3O9X_A	3
5A9V_A	108
5VQI_B	67
3MBY_A	137
2OZG_A	0
3QXX_A	7
5EFC_A	8
5LNM_A	4
1Y6O_A	49
2E1R_A	16
1NBO_A	94
3OE4_A	58
4KN3_A	33
4LE9_A	61
2ZMF_A	0
3L85_A	7
1MVF_A	539
1AKD_A	69
4CC2_A	2
4CF7_A	41
4GIX_A	17
2PG5_A	65
6BCT_A	10
4ZJW_B	60
5KZF_J	23
6EKM_A	14
4LLY_A	1279
4M1K_A	31
3IHX_B	0
3FVU_A	15
5DPG_A	270
1JHK_H	1263
3NM7_A	0
4ZOJ_A	45
1U5K_A	1
5U2B_A	224
2V9Z_A	49
5IMN_A	17
1Y57_A	305
2CWN_A	23
3AJV_B	5
5CAH_A	41
1DBF_A	2
4GIZ_A	221
3K98_B	205
5A66_A	4
3ZL1_A	50
5A1T_A	16
3T1D_B	39
1TN6_B	37
5CSF_A	33
1W45_A	20
1A64_A	2
5L8O_A	2
3I4S_A	1
1ZXK_A	3
3A8R_B	0
3Q1E_D	7
4WU3_A	1
5GRR_A	15
3VBZ_A	45
3D8K_A	0
4Z9S_A	118
3CB4_A	28
6EYA_A	205
5KSQ_B	13
5K3G_A	6
3U7L_A	42
4LFT_B	1
5VAK_A	32
5ERC_A	0
3NTU_A	26
3JZ1_B	171
3QII_A	1
4CQG_A	249
5DSG_A	250
5KI9_A	0
4AXO_B	5
3ELM_A	70
5HZI_A	28
3BGR_A	166
2FQO_A	12
5V3R_A	15
1K39_B	7
5JEH_B	353
5G5Z_A	3
5NCM_A	0
1IOQ_A	349
3CJD_A	0
4QKB_A	1
1XGE_A	18
3QAA_A	374
2NQD_B	90
3QJE_B	151
4HCP_A	4
2IB5_A	146
5JTC_A	5
1M0W_B	3
1XR2_B	24
3WGD_C	5
5DOT_A	8
4ZMF_A	10
5HKL_B	27
4ESU_A	5
1Y0W_B	151
6BCE_A	10
8PCH_A	49
1M15_A	42
5YNL_A	61
3LTJ_A	5
2NSA_A	2
3FA2_A	2
3QAR_A	139
3M42_A	29
3BG8_A	72
1L5B_A	12
2AT3_X	20
4MVN_A	6
1KRR_A	3
4YDS_A	0
3SKK_B	56
4OKQ_A	1
4APO_B	1
5TVT_A	249
3MZD_A	11
4O98_B	5
4UXD_A	0
2HIJ_I	32
2HYO_A	3
3A7Q_A	2
3F65_A	2
4TU4_A	16
3DO8_A	0
1V2P_T	294
3F6N_B	0
3V9K_B	18
3LAU_A	146
3AZD_A	49
4H30_A	75
2BML_B	5
5NVA_A	1
4O21_A	316
2FWT_A	1
1ZES_A	3
1QPP_A	8
4WEC_A	18
3DV7_A	371
5GK6_A	13
1L9O_A	52
3KDC_A	374
1I52_A	6
1MH3_A	221
4NRJ_C	7
2I71_A	0
1QNR_A	8
4MMK_I	29
3R2E_A	2
3O0T_A	2
5MTP_A	63
1UWV_A	1
2ZOM_C	2
3PVC_A	4
2OQB_A	0
4QQY_A	4
3TA8_A	7
2I37_C	20
4N47_A	20
4USO_A	1
1W2M_D	35
1DI7_A	9
3ZGC_A	37
1XB4_B	0
5V43_A	126
1TH0_A	7
5X3G_A	1
1BMQ_A	29
2PT5_B	1
5ENP_A	41
3C51_A	247
3CGA_A	9
4QS7_A	37
1QMV_A	62
5WZ3_A	21
1M6T_A	106
4FXO_A	17
5HE1_A	68
1P7I_D	7
4H8O_A	7
4QTB_A	327
5NBI_H	1318
4JCD_A	26
3S04_A	2
2EJQ_B	0
4C1W_A	2
5MX6_A	5
2IVH_A	17
1QWD_A	2
1G2W_B	8
3D4W_A	234
2D07_A	17
3Q9P_A	2
5WP2_A	26
5OAV_A	61
5KC7_A	10
4JQJ_A	67
4S0G_A	33
1AYV_A	116
4NEF_A	15
2GSL_F	0
4HTV_A	68
3CE8_A	0
3SYJ_A	1
5UQA_B	104
5NLC_A	2
3NZJ_E	17
2G8E_A	22
5EXA_B	122
2ESF_B	25
4F8Q_A	4
5YQG_C	121
6F2W_A	1
3S0X_A	0
1CSJ_A	128
1T89_B	126
5P3D_A	411
4MVJ_B	94
4GLW_A	16
3SSA_B	6
2GON_C	59
5J31_A	122
3E7O_B	350
2BUE_A	5
3QXD_B	70
6APE_A	1
2CJT_A	1
5EUC_A	10
5DZY_B	9
3O1C_A	27
3AC2_A	318
3CD3_A	455
3Q2N_A	10
3NLS_A	374
5B39_G	13
5TSA_A	1
3Q5P_A	9
3V5J_B	426
4OQ2_A	1
4UYG_C	65
4LAR_H	437
4CTI_B	13
3CNS_A	41
1Z25_A	1
3EVX_A	3
1D3D_B	171
1U3Z_A	15
5G1O_B	4
5JEL_A	8
1AM5_A	20
5VVL_B	12
3MF9_A	23
2QO6_A	5
4WZ6_A	26
5VWU_B	22
2CDG_B	114
2D98_A	23
4IIX_A	17
4YWT_A	0
3T5W_A	60
5VVH_D	1
3VIA_A	1
1SHX_A	0
4AEM_A	6
4QGC_A	65
1J20_A	10
3ERG_A	4
1H78_A	4
5JDJ_A	3
5C82_A	0
4HZX_A	47
3GEK_C	0
2QN8_A	107
5HRK_B	13
1SDX_A	57
1R3F_A	2
5D6J_A	7
1A4S_A	73
3E6A_B	94
1FOT_A	319
2HVJ_A	1312
2O6R_A	42
3LZE_A	4
2OBX_A	3
5TB8_A	137
2BMU_B	6
1U61_A	0
4R03_A	0
3HPR_A	52
5FOT_A	38
5V97_A	54
3ATG_A	6
1FO3_A	7
4A3Q_A	21
5JFC_L	24
1Z9T_A	5
3WG4_A	20
3UXP_A	137
2CQZ_A	1
2QUF_A	1
5US1_A	153
2ZQY_C	11
2G3D_B	270
2BK6_C	4
4CX7_A	192
4FRO_A	115
4ZD4_A	15
3LF7_A	6
3R1X_A	1
1T0O_A	3
1JEK_A	0
3BRY_A	0
3IUI_C	17
4OQ6_B	46
1VFE_A	69
1MNM_A	1
5NQ3_A	505
4KPA_A	72
4IJF_A	17
4M5D_A	0
1U22_A	24
4AX2_A	0
1OTX_A	32
7CEL_A	34
3QQD_B	56
4B6S_A	8
2BOF_X	6
1U11_B	40
4XOH_C	0
5LS9_F	42
2Y6L_A	7
2RJQ_A	12
5E02_A	6
3KBW_A	26
9AME_A	38
3E7K_H	0
5WNA_H	1353
5NM5_A	51
2FL3_A	4
3REB_C	6
1OZ9_A	0
5JJ2_A	0
5JAB_A	1
1QNE_B	10
5T73_A	94
5K50_G	11
2YO3_B	44
4NFI_F	77
1KHT_B	2
2OV0_A	15
6EJP_D	3
5TLL_A	224
3T9Q_B	3
1G23_A	25
4RCX_A	68
2WS1_B	136
4YIQ_D	13
3DG8_C	151
1WVW_A	47
2WJA_A	4
3N9P_A	18
5J67_A	2
6F0P_A	31
3FX6_A	24
5B0F_A	8
5TDW_A	1
2G1M_A	32
4KVL_A	3
4IY0_A	6
5FOH_A	2
5CKS_A	19
3U9U_E	10
1XAK_A	0
2APB_A	50
4OAO_A	10
3S32_A	1
1W17_A	4
4NRT_A	21
1EH4_A	30
2G4F_A	11
4Z8N_A	0
4NUJ_B	1321
2H07_B	15
1PEG_A	7
3QJP_A	3
3HLG_A	216
4NTM_A	6
5ARF_A	14
2XVZ_A	2
3REP_A	0
5EPW_B	0
3LY0_B	1
2YLT_A	20
3WFL_A	5
1T9D_A	20
2GFV_A	42
1ZS8_A	500
2G8D_A	158
5DA4_A	694
3B42_B	0
4ZKE_A	1
2GOL_B	59
1Z63_A	3
4OY4_A	224
3I6G_A	512
1PJ8_A	56
1ZRL_A	3
5TDS_A	34
4ZWR_C	3
4PKL_A	1
1JS4_A	17
3O08_B	21
3M4Q_A	3
2JD6_0	4
5BNH_A	3
4MM4_A	45
4AY7_A	1
3AJ8_A	56
6EPJ_A	16
1FG9_C	0
3N7Q_A	7
1GZV_A	32
4IDD_A	3
2GN3_B	123
2CJ8_A	6
2WM1_A	5
5AXW_A	0
5VTB_A	17
3IL4_A	26
1O6K_A	261
4C6W_B	20
4ITR_A	1
5BO8_A	4
1HN9_A	15
3L7K_D	5
3UZQ_A	800
3K0G_B	28
1EQR_A	8
2NM0_A	11
3ETU_A	1
4G6C_A	11
4UR2_A	12
5WCT_A	50
3PBP_J	1
2RH7_A	0
4PN2_A	2
4NJ0_B	55
2QFA_A	16
5H9O_A	11
5K2A_A	115
5MUS_B	2
1YBT_B	1
1AUO_A	2
1E4B_P	12
3DJ7_A	218
3JV6_B	24
3BQ3_A	4
3GMJ_A	12
2VCT_A	40
2UVK_A	0
4RC3_A	90
1XMJ_A	25
2ZFH_A	2
1KFQ_A	10
5LJ8_A	1
3D8R_A	2
2WHF_A	7
3QYQ_A	5
4JEU_A	9
2YJ0_A	2
3LRL_A	5
4Z8F_H	1175
6BXR_A	3
5IF6_A	5
3EFJ_A	646
3M3P_A	4
4I59_A	1
2WQV_A	22
4WOE_A	32
5OGB_A	36
4EOD_A	12
2Z5F_A	30
3NVO_A	1
2PNL_A	3
1QQJ_A	5
4FHG_A	5
3ZDI_A	59
3ZJ7_A	62
1BWI_A	338
1UVB_A	8
4AEA_A	1
3PN9_A	3
5NGT_A	23
5BVA_A	4
3CRK_B	22
5E0X_A	224
3PNE_B	130
5CKY_O	7
3TJ8_B	5
2QW7_H	0
2ZXL_A	3
5X2I_A	4
5DX1_A	33
3ZCO_A	0
2BCN_A	67
1E8U_B	4
3DPU_B	2
1I5N_B	0
4Z4X_A	360
3RAO_A	0
1RYM_A	2
3K60_A	209
3QGT_A	133
5DFC_A	61
1V3T_A	7
3KQX_A	22
1E8Z_A	174
3TGS_A	120
2G77_B	64
3NUO_A	374
3EMS_A	338
3OG9_A	1
5BSJ_A	52
4AVO_A	12
4E7N_A	83
2YMW_A	2
2CEI_A	104
3N7X_A	0
1OTP_A	16
5WF2_A	1
4MWR_A	48
4YZH_A	28
4BOW_A	2
2QOG_A	100
5JF7_A	24
4P0X_A	77
1X56_A	1
5VC1_A	5
2PZR_B	513
3MNQ_A	70
3D1X_A	373
2GGJ_A	8
4GEU_A	5
1SU5_A	74
6B50_A	13
4GA9_A	24
4OFT_A	6
1DGR_A	5
3H5B_A	374
1RQR_A	3
4YI8_A	8
1M3S_A	0
3DNX_A	0
2XA8_H	1438
3HNP_A	2
3U47_A	371
3IWK_H	16
3R8Z_A	238
4Q1H_A	5
4QTP_B	0
4XW2_A	11
5MJI_A	1
3RHL_A	26
4I8I_A	0
1UVK_A	12
1MZE_A	20
2BX7_A	31
2OFW_H	13
3FHO_A	17
1J7V_R	3
4E1Q_A	87
1IT6_A	32
5WHV_J	5
3ZCU_A	127
4XN1_A	54
5C1W_A	59
5N3U_A	0
1RYQ_A	0
1G9U_A	3
3FPL_A	10
1M13_A	22
4U3W_A	14
5OLT_A	1
3EF9_A	159
4M56_A	38
5OA5_A	34
2Z3P_B	7
1NG9_A	16
2IP1_A	23
4NRK_C	7
3JSY_A	4
5U53_A	62
1R0D_A	0
4F5T_A	67
5V9U_A	183
2F2V_A	19
2G1P_B	13
2YIT_A	220
1R5X_A	0
1HJQ_A	3
3DU7_D	17
1IYZ_A	1
3PQ1_A	0
1NVT_A	5
2OW0_A	86
4X7L_A	10
3LAJ_A	8
2VOD_B	3
1OXB_A	5
3AYG_A	0
3VXW_A	3
3F4T_A	2
1CQK_A	3
2QTN_A	6
5IQP_A	122
4M72_A	9
4WVA_A	16
4XKH_G	118
3C2A_H	1364
1E9Q_A	97
5ESX_A	1
5CQX_A	11
5VL3_Q	2
3ME3_A	65
4X50_A	33
5BZB_A	48
2P34_A	79
4PIH_A	118
4GSJ_A	9
3DOK_A	165
2HQF_A	44
1YO7_A	10
2NV5_A	33
2VZN_A	0
1R1W_A	682
4IHC_A	33
2P7U_A	77
5UIZ_A	2
3R63_A	328
3BIE_A	23
5KMM_A	132
4P0Y_A	2
2CHM_A	96
3DBV_O	112
1EYC_A	235
4NUZ_A	2
3TGG_A	93
3FFV_A	0
1IHY_A	94
4COB_A	1
1SDN_A	11
1C8F_A	14
4Q0H_A	46
5NXY_A	9
3OPZ_A	14
4A0L_A	31
3PK1_A	46
2PZA_A	17
6EV9_A	13
4JAX_C	21
4V34_A	1
3EHE_A	19
2BH8_B	2
1Z9A_A	8
3T1Q_A	5
3O8P_A	374
2ZG6_A	0
1T6Q_B	6
4BL1_A	274
3FD6_B	2
2H6G_B	37
4ZP5_B	80
2BLU_A	62
1N5R_A	124
5KGN_A	33
1MZA_A	36
3RLE_A	6
2WT8_A	2
4KRE_A	30
2J6G_A	9
4W4K_B	1
1FSY_A	81
3MOB_H	1196
1KJZ_A	82
2RCK_A	0
3MOO_B	43
2IVQ_A	9
3VRK_A	5
5IGV_A	11
1YIV_A	39
3NZ4_A	6
5XMY_A	2
1FUG_A	33
5C9G_A	72
3K3V_A	1
3QFP_A	72
6BFI_A	21
3CEM_A	107
3A0F_A	3
3FKN_A	374
2ZWR_B	1
3K4G_A	1
4NP4_A	0
3QXH_A	7
3ON5_B	0
5EH5_A	371
1A5Q_A	160
6BDX_A	7
1UEC_A	2
4WXJ_B	3
1TZD_A	2
2QG2_A	205
4J0G_A	6
1FC3_A	1
1K8Q_A	0
5I9G_C	13
1BP6_A	195
1KQR_A	11
1R85_A	21
2DEM_A	1
2NLI_A	10
3L0M_A	4
3TZE_A	21
1XYH_A	86
2DBW_A	14
3AWR_A	8
2BOE_X	6
3DS3_A	63
1W3J_A	126
3HX0_A	43
3T1U_A	2
3BQF_A	6
5NVH_B	70
2BHI_A	6
5D1F_A	1
1GFY_A	173
5K5C_A	9
1NAK_H	1267
3AM6_A	66
3WTH_B	30
5E69_A	41
3HGY_A	3
4YMQ_A	64
3D3T_A	364
3MII_B	4
3NG8_A	4
4Q63_A	0
5UQ0_A	557
5JVZ_A	30
3OLZ_A	4
2ZFW_A	2
2OCA_A	1
4FLC_A	9
1QKW_A	31
3KYH_C	5
4Y6T_A	1
4AUU_A	50
2GIB_A	0
1Q9Y_A	76
3ST9_F	36
5X8Y_A	11
1LP3_A	14
3G98_A	0
5XJA_A	27
5NMM_A	49
2ZL3_A	40
3UHX_A	40
3BV6_B	0
3QZA_A	26
4DTB_B	15
2HCK_A	307
5KCW_A	224
2QEE_E	8
1GOV_A	20
1D6V_H	1282
6EPM_S	21
3HSN_B	192
1PH3_A	8
4NM3_A	50
2GKM_A	6
4TZ9_A	94
5AFB_A	4
1JX1_D	5
5GN7_A	3
5IYS_A	19
2XWD_A	20
3OWX_B	35
2DRJ_A	2
3BD4_A	135
1WLF_A	0
2OGQ_A	49
2QZ5_B	1
2P6K_A	81
4B4P_A	3
2G2W_A	108
1H3P_L	200
6B60_A	8
4PSA_A	58
4XJ2_A	3
4AQ1_A	0
5JLX_D	5
4XBW_A	19
4OT0_A	22
1PPY_A	9
4DLD_A	216
3NX0_A	10
1W92_A	19
4DBP_A	70
3SQF_A	0
3QFY_A	15
3QJN_A	11
3IWX_A	7
2G2L_A	14
1NT4_A	1
4KK3_A	5
5F6W_A	20
3C2S_A	126
4YEG_A	4
4GFQ_A	1
2OQK_A	0
5FUI_A	2
3NUQ_A	2
4N1J_B	2
5HTS_D	8
5LYQ_A	49
3QYN_B	76
3C5P_A	0
3PDT_A	10
3I15_A	26
4NTA_A	13
4FRH_A	115
5I4Q_C	41
1U9J_A	7
3FG7_A	1
2A6B_A	1
3T63_M	11
3SPE_A	0
966C_A	70
4UAL_A	32
5C5X_A	10
3U7R_A	0
2VL6_A	3
3PBI_A	8
3VQ8_A	67
4MPP_A	39
3HUI_A	3
4GKW_A	0
1AFV_H	1501
5MQY_A	111
3KE5_A	3
5N1Y_A	512
4M3M_A	47
3HR7_A	5
3LK9_A	137
2G7B_A	36
3RAR_A	75
4IYI_C	7
2VRW_B	2
3EZ5_A	93
4I9E_A	4
5GGL_A	5
4WCV_A	49
3MDO_A	1
1VCG_A	4
1V9Y_A	3
4AIB_C	1
4L9D_A	0
4DBZ_B	21
4XA5_A	43
3O6F_D	114
4Z4J_A	7
4I1S_A	6
3FWE_A	33
3H5H_B	2
3T9Z_A	5
2IN3_A	1
5XP1_A	132
3UCE_A	2
2ZZS_1	0
3CAD_B	4
3K2B_A	94
5CGN_A	0
5IY0_A	5
1O6V_A	12
2UYN_A	5
2HDO_A	0
4HHF_A	1
3C5E_A	7
4GR0_A	75
3O0Q_A	9
4LZS_A	164
4KSQ_A	55
3M94_A	10
4DBC_A	42
4ANQ_A	188
5EKW_A	9
4TN2_A	128
5E8I_A	18
3HG4_B	17
5J4M_A	8
2W0Q_B	9
5MUE_A	3
1G4U_R	57
5IJJ_A	0
1U6R_A	30
5YUP_H	1377
3T4C_A	21
3D64_A	49
5M3C_A	9
3KYD_B	14
4ZW0_C	9
3OKD_B	1418
3NJH_D	9
5W0D_B	1297
1GGY_A	24
3P52_A	5
1R8S_A	25
1TJF_B	18
4E4X_A	91
4XHO_A	4
1TZS_A	23
5TF6_A	4
5MSD_A	6
1Q1Y_A	42
1CRX_A	20
4OJN_A	38
3TRS_B	5
2JHE_A	0
1T5A_A	65
1BOZ_A	63
3I3L_A	6
6ENB_A	50
2FB6_A	0
3LJ3_A	139
3P1Y_A	5
4MDQ_A	76
2PT6_A	14
5TXN_A	166
1F6O_A	4
5OZ4_A	411
4XUJ_C	67
3DO5_A	0
2RKB_A	11
3ML9_A	139
2ZPL_B	1
4D3Q_A	3
4FGC_B	2
4XRN_C	2
1B1I_A	48
4WLP_A	7
4S0N_D	3
5T77_A	0
4Y4M_F	4
3BP7_A	506
3RVK_A	42
2GBT_C	60
1GVS_A	40
3CAV_A	85
5NNI_A	10
2GHL_A	374
2BT8_A	4
2F6A_A	1
1K7I_A	16
3WQU_A	2
2CO5_B	0
3EJB_D	14
1US7_A	209
4UWM_B	1
5AHL_A	64
2EX8_A	6
4AF7_A	60
3LQZ_B	71
5I84_A	3
4O2P_B	253
5Y66_A	8
5P4S_A	411
5UC7_A	46
4HRL_C	16
1YQD_A	8
4XTB_A	6
1TOL_A	7
2ANU_A	0
3R3D_A	12
3WE7_A	7
1PR5_A	35
1MJN_A	16
5K0F_A	58
5XJS_2	5
5VBK_A	7
5OO4_A	6
3LMM_D	0
3VW1_A	5
4QW2_A	4
1XJQ_A	18
4MJT_A	2
4G0S_A	2
3WDO_A	2
4LI3_X	36
2Y89_A	14
1XT8_A	0
4TUS_A	137
2YVJ_A	20
2OVM_A	126
5KNR_A	34
5IRV_C	9
4Y18_A	16
1GFE_A	349
2BSE_D	405
3U48_B	8
3TNH_A	179
4QBZ_A	29
1MV5_A	23
3UW9_A	164
4R69_A	38
2GTN_A	423
1Z05_A	2
4DGS_A	10
3AP6_D	57
5XCQ_A	801
5YSG_A	15
3V6E_A	11
1EO4_A	24
2QYO_A	1
2Q66_A	4
5BS7_B	4
3KJ4_A	12
4LYB_A	338
3TPK_A	624
5UBG_A	7
5O72_A	15
1VC1_A	0
4DT7_D	171
1MMF_L	5
3UQH_A	17
2WBC_A	12
3Q1F_A	63
5O8R_A	10
2BYK_D	1
3TW3_A	6
4TZT_A	63
3WX7_A	9
2XGQ_B	37
2XWS_A	2
4V24_A	4
5FAE_A	8
2PGA_C	40
1M83_A	14
5KL8_A	14
4QAT_A	3
2EBF_X	2
3PEI_A	10
1W0U_A	1
3KFE_A	14
5CCO_A	5
6BU3_A	63
4WTF_A	128
4XKO_A	209
4OD6_A	1
3GMY_A	1
6EIE_A	21
5G03_A	371
3NT2_A	10
5EGC_A	14
3VJJ_A	1
8PRN_A	7
4JCC_A	1
5WU0_A	4
4HV7_X	33
5VKL_A	6
3AQ0_C	2
1Q7H_A	0
2AA5_A	111
4CV9_A	59
4BR4_A	21
5YEP_B	0
2XQG_A	120
6BG2_A	202
3Q8N_C	28
3Q39_A	67
2XHK_B	6
2DVY_A	2
4H0H_B	480
3LMX_M	16
4KRO_A	29
5H3W_B	0
5XKW_A	132
3H2H_A	4
4CSJ_A	126
2FD7_A	6
5IVZ_B	1290
3Q2J_B	3
3F9H_B	73
5AQZ_A	98
5NOD_A	0
2HJS_A	0
2A7S_A	15
2O5R_A	18
5P11_A	411
5TO5_A	3
3NX4_A	4
3LZX_A	6
4U22_A	208
4YIG_A	17
5OMX_C	67
3PQY_A	505
5AEW_A	11
4A29_A	28
2V7W_A	17
2OBY_A	0
3W37_A	20
4MEI_A	2
1BL9_A	18
3Q0H_A	2
5A9S_A	3
3C7T_A	0
5NI6_A	50
4WL2_A	2
2YJN_A	2
5CJ8_A	3
3OIW_A	182
5M96_A	60
3U3R_A	33
4JZK_A	52
5EKO_A	291
4GIE_A	15
2ABA_A	28
7AME_A	31
1QLR_B	932
3O5C_A	1
4GP2_A	9
5IYT_A	21
4XML_H	1294
3F4R_A	2
5EON_A	1
2X6N_A	23
5DLC_A	7
4XOX_A	34
4O7G_B	2
5T8L_A	2
2OSL_H	1272
1EEH_A	2
3CXM_A	15
3TI4_A	68
1AIS_B	1
3AOH_N	71
4NFC_A	6
3BT7_A	0
2BJ4_B	257
4LNG_B	37
4D5O_A	34
5M4I_A	120
3HIH_A	49
5J6Y_A	0
1KOL_A	1
4C8N_A	106
4IA9_A	51
2RDC_B	0
4D1N_A	192
5C9W_A	41
3OWJ_A	120
3ERW_A	0
3R1O_B	2
3UOH_A	146
1DEB_A	0
1U6T_A	27
1M65_A	2
1JIX_A	7
3DY7_A	41
3GPA_A	28
3IX9_A	1
3BE3_B	0
5CQC_A	6
5P7E_A	411
3S4W_B	0
1PQD_A	247
5V8X_A	94
3HBB_A	168
1ING_A	78
1Y93_A	75
5VKR_A	55
5K33_C	27
4O58_A	66
4LZJ_B	3
3H9J_A	5
1F65_A	132
1D07_A	44
3WEI_A	22
5ANP_A	0
2VAQ_A	5
4JMR_B	1
5VOG_A	3
1B1X_A	103
3HYT_A	18
5SVG_B	3
2PBR_A	25
3MOA_H	1196
6AQB_A	2
4AZ8_A	10
4IDN_B	13
5NAF_B	3
2RDW_A	11
3P1I_A	20
3NA1_A	3
5EXJ_A	2
5JN9_A	7
1N8E_B	18
4HNL_A	40
5HNL_A	338
4JWO_A	0
5N68_A	374
5A4L_B	108
5XN9_A	1
